avg_T107,size,coordx,coordy,Label_id,batch_label,batch_label_color
2.9813199043273926,33.0,9.022664070129395,18.806598663330078,45,2,#2ca02c
2.722179651260376,13.0,11.791454315185547,-3.712164878845215,46,1,#1f77b4
2.7186617851257324,19.0,21.967172622680664,28.61614990234375,47,1,#1f77b4
2.036783456802368,39.0,47.699684143066406,13.87604808807373,48,0,#ff7f0e
3.2761383056640625,11.0,-14.31973934173584,22.30506134033203,49,2,#2ca02c
1.7895679473876953,35.0,34.94197082519531,-10.716482162475586,50,0,#ff7f0e
1.1066523790359497,43.0,41.81650924682617,-25.109689712524414,51,0,#ff7f0e
3.606264591217041,29.0,2.873710870742798,-11.858550071716309,52,3,#aec7e8
0.542366623878479,34.0,46.092525482177734,-38.50920867919922,53,0,#ff7f0e
5.148234844207764,35.0,8.193588256835938,-54.76519012451172,54,4,#ffbb78
3.2548179626464844,14.0,-12.645512580871582,28.2180118560791,55,2,#2ca02c
4.3334503173828125,39.0,-7.47036600112915,-26.33905792236328,56,4,#ffbb78
3.943316698074341,31.0,-23.628774642944336,49.359249114990234,57,3,#aec7e8
3.201897144317627,21.0,4.36352014541626,-4.111414432525635,58,2,#2ca02c
4.674586772918701,25.0,-22.764558792114258,-21.984895706176758,59,4,#ffbb78
2.467928171157837,31.0,24.865907669067383,4.268014907836914,60,1,#1f77b4
3.0132181644439697,11.0,7.146184921264648,26.688068389892578,61,2,#2ca02c
2.0786099433898926,25.0,44.06138610839844,6.421823501586914,62,0,#ff7f0e
3.0039429664611816,30.0,9.628186225891113,4.561440944671631,63,2,#2ca02c
3.989865779876709,38.0,-32.154014587402344,-3.9293079376220703,64,3,#aec7e8
4.260644912719727,37.0,-16.060131072998047,-18.95819091796875,65,4,#ffbb78
3.145078659057617,31.0,1.2022411823272705,6.714926242828369,66,2,#2ca02c
4.3234710693359375,31.0,-40.494022369384766,-27.325115203857422,67,4,#ffbb78
1.3644071817398071,16.0,51.34846115112305,-26.433229446411133,68,0,#ff7f0e
5.554413795471191,17.0,-20.755203247070312,-41.478599548339844,69,4,#ffbb78
1.8356565237045288,29.0,59.85515594482422,5.427542209625244,70,0,#ff7f0e
4.068278789520264,35.0,-72.53727722167969,14.901108741760254,71,3,#aec7e8
3.2513394355773926,21.0,-9.000767707824707,27.015785217285156,72,2,#2ca02c
2.6228561401367188,32.0,24.92366600036621,22.779808044433594,73,1,#1f77b4
1.890194058418274,23.0,56.42384338378906,-6.4016337394714355,74,0,#ff7f0e
3.041670799255371,36.0,3.0242276191711426,15.3065185546875,75,2,#2ca02c
3.9940741062164307,33.0,-18.240705490112305,59.45791244506836,76,3,#aec7e8
2.385438919067383,39.0,32.78529739379883,14.770376205444336,77,1,#1f77b4
4.344349384307861,33.0,-76.8048095703125,11.424301147460938,78,4,#ffbb78
2.262545347213745,23.0,43.31338119506836,30.174457550048828,79,1,#1f77b4
1.834160566329956,25.0,41.6425666809082,-7.224127292633057,80,0,#ff7f0e
2.9853317737579346,30.0,9.279369354248047,11.156099319458008,81,2,#2ca02c
1.032007098197937,33.0,38.9907112121582,-34.87972640991211,82,0,#ff7f0e
1.508060097694397,32.0,50.60463333129883,-16.67829132080078,83,0,#ff7f0e
4.071333885192871,21.0,3.485970973968506,-50.45985794067383,84,3,#aec7e8
4.04888916015625,27.0,-13.028326988220215,-37.60145568847656,85,3,#aec7e8
2.610755205154419,19.0,17.64668083190918,0.9446031451225281,86,1,#1f77b4
3.778376340866089,45.0,-8.58804702758789,-15.784452438354492,87,3,#aec7e8
5.385546684265137,20.0,-60.52458572387695,-13.557599067687988,88,4,#ffbb78
2.051363229751587,30.0,55.36174392700195,22.79336166381836,89,0,#ff7f0e
3.0860114097595215,22.0,-2.6220667362213135,21.1746883392334,90,2,#2ca02c
2.652212619781494,32.0,28.64740562438965,28.267440795898438,91,1,#1f77b4
4.209822177886963,25.0,-25.170873641967773,-29.633377075195312,92,3,#aec7e8
2.2475814819335938,31.0,47.19844055175781,22.499216079711914,93,1,#1f77b4
3.8904342651367188,25.0,-22.770252227783203,-11.660988807678223,94,3,#aec7e8
2.9145731925964355,21.0,13.370102882385254,25.404788970947266,95,2,#2ca02c
3.74994158744812,26.0,-14.888090133666992,39.556819915771484,96,3,#aec7e8
3.403381109237671,31.0,-18.602497100830078,4.759280204772949,97,2,#2ca02c
